Gender,USCitizen,English,POE,ID,BooksReadSummer,ReadProgHS,PartReadProgHS,OwnBookSummer,PercentReadSummer,WhyNotRead,FamilyRead,SummerSurvey,QuizScore,FirstGen,PercentReadSummerFollowup,PercentReadSemester,Reread,CWSRead,CWSWrite,Think,Challenge,EnjoyBook,EventAdd,CourseList,FollowupSurvey,Book,Year,ReadSummer,ReadFollowup,ReadSemester,AttendEvent,Englsh,FamilyMemberWhoRead,CourseEffect,ConversationsCount,ConverstationsWith,ConversationsFamily,ConversationNumberPeople,ConversationTopic,BookOwn,BookLength,BookDifficulty,KnowSummerRead,WhichOrientation,FamilyMemberRead
Male,Yes,,Geology,1127096,2,Yes,Yes,Yes,10,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Female,Yes,,Environmental Science,1114057,4,Yes,Yes,Yes,100,,No,Yes,1,No,1,0,No,The book wasn't assigned,None,2,1,2,,,Yes,LittleBrother,2014,Yes,No,No,No,Yes,,,5,groups,"parents, siblings, other family members",A lot,"We talked about how the book was entertaining, but seemed like it was for a younger reading level.",,,,,,
Female,Yes,,History,1108513,5,Yes,Yes,Yes,38,"I was too busy to finish	, I wasn’t interested in the topic",No,Yes,1,No,20,0,No,The book wasn't assigned,None,5,5,4,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,5,"an individual, groups",parents,8,that we hate the book.,,,,,,
Male,Yes,,business,1117330,0,No,No,No,0,I was too busy to finish,No,Yes,0.25,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,No,Yes,N/A,,None,,,none,,,,,,,
Female,Yes,,International Studies,1091745,1,Yes,Yes,No,0,"I was too busy to finish	, I don’t like reading, I wasn’t interested in the topic",No,Yes,0.5,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,None,,,,,,
Female,Yes,,Environmental Science,1068731,5,Yes,Yes,Yes,80,,Yes,Yes,1,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,mother,,,,,,,,,,,,
Male,Yes,,biology,129253,2,No,No,Yes,99.9,I was too busy to finish,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,Yes,,,,Yes,,,,,,,,,,,,,
Female,Yes,,exploratory???,1103433,1,No,No,Yes,0,"I was too busy to finish	, I don’t like reading, I didn’t see the point of the assignment",No,Yes,0.25,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,N/A,,,,,,,,,,,,
Female,No,,Undecided,1129593,1,No,No,Yes,0,I was too busy to finish,No,Yes,,,,,,,,,,,,,,LittleBrother,2014,No,,,,No,,,,,,,,,,,,,
Male,No,,Geology,1101649,1,No,No,No,0,,No,Yes,,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,No,No,,,0,,,0,,,,,,,
Female,Yes,,Business,1108591,12,Yes,Yes,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,1,Yes,40,0,No,The book wasn't assigned,None,3,3,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,3,"an individual, groups",siblings,4,I talked about how confusing the book was and how much I did not enjoy it.,,,,,,
Female,Yes,,Education,1102994,2,Yes,Yes,Yes,100,,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,Yes,,,,Yes,,,,,,,,,,,,,
Female,Yes,,Biology,1111282,0,Yes,Yes,No,0,I wasn’t interested in the topic,No,Yes,0.75,Yes,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,,,,,,,
Male,Yes,,natural science,1128834,0,No,No,No,0,"I don’t like reading, I didn’t see the point of the assignment, I wasn’t interested in the topic",No,Yes,,Yes,0,100,No,All of the book,Formal Essay for CWS,1,1,2,,,Yes,LittleBrother,2014,No,No,Yes,No,Yes,,,None,,,None,,,,,,,
Female,No,,Art,1128776,2,No,No,No,0,I wasn’t interested in the topic,No,Yes,0.75,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,No,,,0,,,0,,,,,,,
Male,Yes,,Science,1127101,1,Yes,Yes,Yes,1,,No,Yes,1,Yes,100,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,Yes,No,No,Yes,,,3,groups,,a few,what they thought about the book,,,,,,
Female,Yes,,Environmental Science,1113703,3,No,No,Yes,100,,No,Yes,0.75,No,100,35,No,The book wasn't assigned,None,4,4,5,,,Yes,LittleBrother,2014,Yes,Yes,No,No,Yes,,,4,"an individual, groups",parents,2,How much we liked it and about how it was a pretty interesting book,,,,,,
Male,Yes,,science,1093806,8,Yes,No,No,0,,No,Yes,,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,N/A,,,,,,
Female,Yes,,English,1114043,8,No,No,Yes,100,,No,Yes,1,No,100,0,No,The book wasn't assigned,None,3,2,2,,,Yes,LittleBrother,2014,Yes,Yes,No,No,Yes,,,2,an individual,,2,"The plot, if we liked it, how much of it we read.",,,,,,
Male,Yes,,"Art, Psych, Medicine",1102146,1,No,No,Yes,98,I wasn’t interested in the topic,Yes,Yes,1,,,,,,,,,,,,,LittleBrother,2014,Yes,,,,Yes,She's my Mom,,,,,,,,,,,,
Trans/NonBinary,Yes,,Education,1107893,1,Yes,No,No,0,I was too busy to finish,No,Yes,0.25,No,20,30,Yes,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,None,,0,,,0,None,,,,,,
Female,Yes,,Biology,1114591,2,No,No,Yes,11,I was too busy to finish,No,Yes,0.5,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Female,No,,biology.,1134556,0,No,No,No,10,,No,Yes,,Yes,0,75,Yes,All of the book,Formal Essay for CWS,3,3,5,,,Yes,LittleBrother,2014,No,No,No,No,No,,,0.02,an individual,,3,How they like it?,,,,,,
Female,Yes,,exploratory,1115419,1,No,No,No,3,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring",No,Yes,1,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,N/A,,,,,,
Male,No,,,1136218,1,No,No,No,0,,No,Yes,,,,,,,,,,,,,,LittleBrother,2014,No,,,,No,,,,,,,,,,,,,
Female,No,,Biology,1129226,1,No,No,No,20,I wasn’t interested in the topic,No,Yes,0.5,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Physics,1115215,2,No,No,No,0,I was too busy to finish,No,Yes,0.25,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Female,Yes,,science,1100653,1,Yes,Yes,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,1,No,1,1,Yes,All of the book,Formal Essay for CWS,3,,,3,,Yes,LittleBrother,2014,No,No,No,,Yes,,No,100,"an individual, groups","parents, siblings",20,How much I disliked the book,,,,,,
Male,Yes,,"Business, Accounting, and Economics",1117351,1,Yes,Yes,Yes,100,,No,Yes,1,Yes,1,0,No,The book wasn't assigned,None,1,4,1,,,Yes,LittleBrother,2014,Yes,No,No,No,Yes,,,5,an individual,,4,the quality of the book,,,,,,
Male,Yes,,Business,1109258,1,Yes,No,Yes,40,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Female,Yes,,History,1076943,4,No,No,Yes,1,,No,Yes,1,Yes,100,0,No,The book wasn't assigned,None,4,4,4,,,Yes,LittleBrother,2014,No,Yes,No,No,Yes,,,3,groups,parents,2,We just talked about our opinions of the book.,,,,,,
Female,Yes,,education,1088918,2,No,No,Yes,10,I was too busy to finish,No,Yes,0.75,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Physics,1110527,5,No,No,Yes,5,I was too busy to finish,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,No,,,,No,,,,,,,,,,,,,
Female,No,,,1128739,1,No,No,Yes,,,No,Yes,,No,,,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,,,,,No,,,,,,,,,,,,,
Female,Yes,,Biology,961620,4,Yes,Yes,Yes,75,I was too busy to finish,No,Yes,1,No,70,100,No,All of the book,"Formal Essay for CWS, Response/Reflection paper",2,2,2,,,Yes,LittleBrother,2014,No,No,Yes,No,Yes,,,8,"an individual, groups",parents,5,"-the purpose of the book
-opinions of the ideas presented in the book
-how ideas presented in the book relate to current surveillance/privacy issues",,,,,,
Male,Yes,,science,1128054,2,No,No,No,0,I was too busy to finish,No,Yes,0.75,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Female,Yes,,Art History/Fine Arts,1113798,4,No,No,Yes,100,,Yes,Yes,1,Yes,100,0,No,The book wasn't assigned,None,4,4,5,,,Yes,LittleBrother,2014,Yes,Yes,No,No,Yes,Sibling,,2,"an individual, groups","parents, siblings",3,We talked about how much we read and whether we liked it.,,,,,,
Female,Yes,,Psychology/Sociology,1115280,2,No,No,Yes,15,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.5,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Communications,1109935,0,No,No,No,0,"I was too busy to finish	, I wasn’t interested in the topic",Yes,Yes,0.75,Yes,0,0,No,The book wasn't assigned,None,5,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,Mother,,0,,"parents, other family members",5,,,,,,,
Female,Yes,,science,1112607,20,Yes,Yes,Yes,100,,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,Yes,,,,Yes,,,,,,,,,,,,,
Female,Yes,,Education,1128878,1,No,No,Yes,5,"I was too busy to finish	, I don’t like reading, I wasn’t interested in the topic",No,Yes,0.75,No,5,5,No,The book wasn't assigned,None,4,4,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,7,"Did you have to read ""Little Brother"" for your CWS class?",,,,,,
Female,Yes,,Humanities,1110227,9,Yes,Yes,Yes,100,,No,Yes,1,Yes,1,100,No,All of the book,None,5,5,5,,,Yes,LittleBrother,2014,Yes,No,Yes,No,Yes,,,0,,,0,This book was terrible,,,,,,
Female,Yes,,Computer Sciences,1105478,16,Yes,Yes,No,5,I lost interest/thought the book was boring,No,Yes,0.75,Yes,1,1,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,1,an individual,parents,0,"""Did you read your summer reading?"" ""No""",,,,,,
Female,Yes,,Biology,1095800,5,No,No,Yes,100,,No,Yes,1,Yes,100,0,No,The book wasn't assigned,None,2,2,4,,,Yes,LittleBrother,2014,Yes,Yes,No,No,Yes,N/A,,4,groups,,5,My like/dislike for the book and the comparison of Doctorow's work to Orwell's novels 1984 and Animal Farm.,,,,,,
Male,Yes,,Geology,1100476,0,Yes,Yes,Yes,30,"I was too busy to finish	, I don’t like reading, I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,,No,0,,No,All of the book,None,3,3,3,,,Yes,LittleBrother,2014,No,No,,No,Yes,,,0,,,0,0,,,,,,
Male,Yes,,Business,1129541,0,No,No,No,0,I wasn’t interested in the topic,No,Yes,,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Digital Media,1110495,1,Yes,Yes,Yes,99,I was too busy to finish,No,Yes,1,No,99,0,No,All of the book,None,4,4,4,4,,Yes,LittleBrother,2014,Yes,Yes,No,Yes,Yes,,No,2,groups,,1,The quality of the book itself.,,,,,,
Female,Yes,,Business and Technolgy,1095106,3,Yes,Yes,No,3,I was too busy to finish,No,Yes,1,No,2,2,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,2,groups,,Around 10,Whether we needed to read it for CWS or not.,,,,,,
Male,Yes,,I don't know,974530,3,No,No,Yes,100,,No,Yes,1,No,1,0,No,The book wasn't assigned,None,2,3,1,,,Yes,LittleBrother,2014,Yes,No,No,No,Yes,,,5,an individual,parents,3,"I talked about the significance of the main characters relationships with his close friends in the book, because to me some of the relationships seem to not be constructive to the story. I wanted to know if my classmates felt the same way. 
I also wanted to talk about the end of they story, because it seemed to not connect to the main body of the story.",,,,,,
Female,Yes,,Business,1115121,6,No,No,Yes,50,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,0.75,No,50,60,No,The book wasn't assigned,None,3,2,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,2,an individual,parents,2,If the book was important to our CWS class and the general ideas/topics of the book,,,,,,
Male,Yes,,Chemistry,1107359,3,No,No,No,0,I was too busy to finish,No,Yes,1,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,,,,,,,
Female,Yes,,Theatre/English,1136800,10,No,No,Yes,1,,No,Yes,1,No,100,0,No,The book wasn't assigned,None,4,3,2,,,Yes,LittleBrother,2014,No,Yes,No,No,Yes,,,10,"an individual, groups",parents,4,"Did they read the book?
Did they like it?
Was it a good book?
 Did you know there was a second book?",,,,,,
Female,No,,Maybe psychology,1129594,2,No,No,No,0,"I was too busy to finish	, I didn’t see the point of the assignment",No,Yes,0.25,,,,,,,,,,,,,LittleBrother,2014,No,,,,No,No,,,,,,,,,,,,
Male,Yes,,ima,1129436,2,No,No,Yes,100,,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,Yes,,,,Yes,,,,,,,,,,,,,
Female,Yes,,Undecided,1116022,0,Yes,No,No,0,"I was too busy to finish	, I don’t like reading",No,Yes,1,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,,,,,,,
Male,Yes,,Brumbaugh,1127162,0,No,No,Yes,0,I was too busy to finish,No,Yes,0.5,No,1,1,Yes,All of the book,Formal Essay for CWS,2,2,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,2,"an individual, groups",,2,We talked about what our feelings were toward the plot throughout the book.,,,,,,
Male,Yes,,Business,1129265,1,No,Yes,No,0,I was too busy to finish,No,Yes,,Yes,0,100,No,All of the book,"Formal Essay for CWS, Response/Reflection paper",2,1,1,,,Yes,LittleBrother,2014,No,No,Yes,No,No,,,3,"an individual, groups",,6,"Topics that would help my prompt
See whether or not they agreed with what was illegal/ethical/unethical/legal/justifiable/unjustifiable and their views.",,,,,,
Female,Yes,,World Languages,1051979,5,Yes,Yes,No,0,,No,Yes,,No,0,100,Yes,All of the book,Formal Essay for CWS,4,4,2,,,Yes,LittleBrother,2014,No,No,Yes,No,Yes,,,7-Apr,groups,,12,"What they thought about the book

What prompt they were going to write about

Does government surveillance bother them?",,,,,,
Female,Yes,,wildlife conservation,1099050,2,Yes,Yes,Yes,1,,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Female,Yes,,History,1113487,5,Yes,Yes,Yes,50,I lost interest/thought the book was boring,No,Yes,0.75,No,20,0,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,none,,,none,we only talked about how we were required to read it but none of us used it and it was a poorly written book,,,,,,
Female,No,,Environmental Science,1128763,0,No,No,No,0,,No,Yes,,No,,,,,,,,,,,Yes,LittleBrother,2014,No,,,,No,,,,,,,,,,,,,
Female,No,,International relations,1134557,3,Yes,Yes,Yes,10,I was too busy to finish,No,Yes,0.75,Yes,0.1,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,,No,,No,1,an individual,,,,,,,,,
Female,Yes,,history,1068971,3,Yes,Yes,Yes,75,I was too busy to finish,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Biology or Environmental Science,963274,20,Yes,Yes,Yes,1,,Yes,Yes,1,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,"son, brother",,,,,,,,,,,,
Female,Yes,,Biology,1093383,6,No,No,Yes,0,I was too busy to finish,Yes,Yes,,No,0,100,No,All of the book,Formal Essay for CWS,3,3,2,,,Yes,LittleBrother,2014,No,No,Yes,No,Yes,Dad,,6,an individual,,0,I talked about whether I believed in the DHS's methods or not in the book.,,,,,,
Female,Yes,,Sciences,1104501,4,No,No,Yes,5,"I was too busy to finish	, I lost interest/thought the book was boring, I wasn’t interested in the topic",Yes,Yes,1,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,Mom,,,,,,,,,,,,
Male,Yes,,Biology,1128970,0,No,No,No,0,I was too busy to finish,No,Yes,,Yes,0,100,Yes,All of the book,Formal Essay for CWS,3,5,5,,,Yes,LittleBrother,2014,No,No,Yes,No,Yes,,,0,,,0,Nothing,,,,,,
Male,No,,Geology or Physics,1100840,1,No,No,No,0,,No,Yes,0.25,,,,,,,,,,,,,LittleBrother,2014,No,,,,No,Mom,,,,,,,,,,,,
Female,Yes,,Biology,1114787,0,Yes,Yes,No,0,I was too busy to finish,No,Yes,,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,"Biology, Philosophy",1115737,3,Yes,Yes,No,0,I was too busy to finish,No,Yes,,No,,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,,No,No,Yes,,,0,,,0,N/A,,,,,,
Male,Yes,,Chemistry,1102726,1,Yes,Yes,Yes,1,,No,Yes,1,No,100,100,No,All of the book,Formal Essay for CWS,2,3,2,,,Yes,LittleBrother,2014,No,Yes,Yes,No,Yes,,,6,"an individual, groups",,10,If the book was good and if the DHS was justified in its actions.,,,,,,
Female,No,,Biology,114809,15,No,No,Yes,100,,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,Yes,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Computer Science,1099353,5,No,No,No,0,I wasn’t interested in the topic,No,Yes,0.5,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,n/a,,0,,,0,N/A,,,,,,
Male,Yes,,Politics,1110175,0,Yes,Yes,No,0,"I was too busy to finish	, I don’t like reading",No,Yes,,Yes,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,,,,,,,,
Female,Yes,,Undecided.,1114637,1,Yes,Yes,No,0,,No,Yes,0.75,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Politics,1100644,1,No,No,No,0,I wasn’t interested in the topic,Yes,Yes,0.5,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,No,Yes,Mom,,3,"an individual, groups",,5,These conversations consisted of my saying I hadn't read any of the book and others telling of the unpleasant experience of having done so.,,,,,,
Female,Yes,,Sciences,1109998,5,No,Yes,Yes,60,"I was too busy to finish	, I lost interest/thought the book was boring",No,Yes,1,Yes,0,0,No,The book wasn't assigned,None,3,3,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,10,We discussed how some professors hated the book and did not want to assign it for class.,,,,,,
Female,Yes,,biochemistry,1139855,15,No,No,Yes,100,,No,Yes,1,No,100,,No,The book wasn't assigned,None,1,1,1,,,Yes,LittleBrother,2014,Yes,Yes,,No,Yes,,,5,an individual,parents,5,Did you read the book,,,,,,
Female,Yes,,Natural sciences,1129422,3,No,No,No,0,I wasn’t interested in the topic,No,Yes,0.5,Yes,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,N/a,,0,,,0,0,,,,,,
Female,Yes,,Biology,1118749,3,Yes,No,Yes,68,I was too busy to finish,No,Yes,1,Yes,100,0,No,The book wasn't assigned,None,3,2,2,,,Yes,LittleBrother,2014,No,Yes,No,No,Yes,,,0,,other family members,2,I explained the book to them,,,,,,
Female,Yes,,environmental science,1105860,3,Yes,Yes,Yes,100,,No,Yes,0.75,No,1,0,No,The book wasn't assigned,None,2,4,4,,,Yes,LittleBrother,2014,Yes,No,No,No,Yes,,,0,,,0,,,,,,,
Male,Yes,,biology,1128877,0.5,No,No,Yes,50,"I was too busy to finish	, I don’t like reading, I wasn’t interested in the topic",No,Yes,1,Yes,25,0,No,The book wasn't assigned,None,2,2,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,2,an individual,,2,if they read it or not,,,,,,
Male,Yes,,Chemistry,962217,1,Yes,Yes,Yes,0,I was too busy to finish,No,Yes,,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,nothing,,,,,,
Male,Yes,,Environmental Science,955314,6,No,No,Yes,1,,No,Yes,1,No,100,100,No,The book wasn't assigned,None,1,1,1,1,,Yes,LittleBrother,2014,No,Yes,Yes,Yes,Yes,,No,2,an individual,,3,"Events of in the book, what some of the events symbolized, and how secure our national security really is.",,,,,,
Female,Yes,,Biology,1068972,0,Yes,No,Yes,20,I wasn’t interested in the topic,No,Yes,0.75,No,10,10,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,Nothing,,,,,,
Female,Yes,,psychology,1109923,10,Yes,Yes,Yes,20,I was too busy to finish,No,Yes,1,No,25,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,,,,2,If we finished it and if we liked,,,,,,
Female,Yes,,Sociology,9161161,3,No,No,Yes,50,"I lost interest/thought the book was boring, I wasn’t interested in the topic",No,Yes,0.75,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Female,Yes,,Science,1127498,2,Yes,Yes,No,1,,Yes,Yes,1,No,100,0,No,The book wasn't assigned,None,4,3,2,,,Yes,LittleBrother,2014,No,Yes,No,No,Yes,Sister,,0,,,None.,N/A,,,,,,
Male,No,,Business,1063746,12,No,Yes,No,20,I didn’t see the point of the assignment,No,Yes,0.25,,,,,,,,,,,,,LittleBrother,2014,No,,,,No,,,,,,,,,,,,,
Male,Yes,,Biochemistry,1115176,2,No,No,Yes,30,I was too busy to finish,No,Yes,0.75,No,1.00E-04,0.001,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,,,,,,,
Female,Yes,,Biology,1107865,0,No,No,Yes,20,"I was too busy to finish	, I don’t like reading",Yes,Yes,0.75,No,10,10,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,No,No,No,No,Yes,Mother,,0,,parents,1,what they had to write about,,,,,,
Female,Yes,,Biochemistry,1113788,0,No,No,No,,I wasn’t interested in the topic,No,Yes,,No,0,0,No,The book wasn't assigned,None,5,5,5,,,Yes,LittleBrother,2014,,No,No,No,Yes,,,0,,,0,Nothing,,,,,,
Female,Yes,,Biology,1114094,1,No,No,Yes,100,,No,Yes,1,Yes,90,0,No,The book wasn't assigned,None,4,4,4,,,Yes,LittleBrother,2014,Yes,Yes,No,No,Yes,,,0,,,,,,,,,,
Female,Yes,,Biology,1045684,3,Yes,Yes,No,0,I was too busy to finish,No,Yes,,No,0,0,No,The book wasn't assigned,None,,,,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,,,,,,,
Female,Yes,,Biology,1064701,5,Yes,Yes,No,10,,,Yes,,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,No,No,No,No,Yes,,,0,,,0,,,,,,,
Male,Yes,,Mathematics,1127793,0,No,No,Yes,0,"I don’t like reading, I wasn’t interested in the topic",No,Yes,0.75,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,Not applicable,,,,,,,,,,,,
Female,Yes,,Environmental Science,1051008,3,No,Yes,Yes,60,I lost interest/thought the book was boring,Yes,Yes,1,No,50,0,No,The book wasn't assigned,None,3,3,4,,,Yes,LittleBrother,2014,No,No,No,No,Yes,Mother,,2,groups,parents,2,Did you read it and did you like it?,,,,,,
Female,Yes,,English,1094635,15,Yes,Yes,Yes,100,,No,Yes,1,,,,,,,,,,,,,LittleBrother,2014,Yes,,,,Yes,,,,,,,,,,,,,
Male,Yes,,biology,1110389,0,No,No,No,0,I don’t like reading,No,Yes,,No,0,100,No,All of the book,Response/Reflection paper,2,3,1,,,Yes,LittleBrother,2014,No,No,Yes,No,Yes,,,1,groups,,unknown,,,,,,,
Female,Yes,,Undecided,1129425,1,No,No,No,0,"I was too busy to finish	, I don’t like reading",No,Yes,,Yes,0,100,Yes,All of the book,"Formal Essay for CWS, Response/Reflection paper",4,4,5,,,Yes,LittleBrother,2014,No,No,Yes,No,Yes,,,5,"an individual, groups",,8,What we talked about the book.  Talked about if we liked it or not.  It was a good book.  I enjoyed reading it.  My best friend read his books and loved them too.,,,,,,
Female,No,,Communication,1083017,1,No,,Yes,50,I was too busy to finish,No,Yes,,,,,,,,,,,,,,LittleBrother,2014,No,,,,No,,,,,,,,,,,,,
Female,Yes,,Biology,1117422,2,No,No,No,0,"I was too busy to finish	, I wasn’t interested in the topic",Yes,Yes,0.75,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,Mom,,,,,,,,,,,,
Trans/NonBinary,Yes,,English,1045646,12,No,No,No,0,,No,Yes,,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
Male,Yes,,Enviornmental Science,1133249,3,No,No,No,0,,No,Yes,,,,,,,,,,,,,,LittleBrother,2014,No,,,,Yes,,,,,,,,,,,,,
,,,,961161,,,,,,,,,,No,45,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,,,,,,,,
,,,,1114809,,,,,,,,,,No,1,0,No,The book wasn't assigned,None,2,2,4,,,Yes,LittleBrother,2014,,No,No,No,,,,2,an individual,,2,Dislike of novel,,,,,,
,,,,1129223,,,,,,,,,,No,100,75,Yes,All of the book,Formal Essay for CWS,3,3,4,,,Yes,LittleBrother,2014,,Yes,No,No,,,,1,an individual,,1,"Whether we enjoyed the book, plans for essays.",,,,,,
,,,,1115256,,,,,,,,,,Yes,0,0,No,All of the book,None,3,3,3,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,0,...,,,,,,
,,,,1065502,,,,,,,,,,Yes,1,0,Yes,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,0,n/a,,,,,,
,,,,1099364,,,,,,,,,,Yes,0,0,Yes,The book wasn't assigned,None,4,3,3,3,,Yes,LittleBrother,2014,,No,No,Yes,,,No,0,an individual,other family members,0,Nothing,,,,,,
,,,,1098308,,,,,,,,,,Yes,10,60,Yes,All of the book,None,2,3,3,,,Yes,LittleBrother,2014,,No,No,No,,,,3,an individual,siblings,3,"Good. We share our thought, and had great discussions.",,,,,,
,,,,1100356,,,,,,,,,,No,0,80,Yes,The book wasn't assigned,None,4,4,4,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,0,,,,,,,
,,,,1114859,,,,,,,,,,No,0,0,No,The book wasn't assigned,None,3,3,3,,,Yes,LittleBrother,2014,,No,No,No,,,,0,,,0,,,,,,,
,,,,1128974,,,,,,,,,,Yes,30,1,Yes,The book wasn't assigned,None,2,3,3,,,Yes,LittleBrother,2014,,No,No,No,,,,1,an individual,"siblings, other family members",0,The theme of the book,,,,,,
